Union ID,Loci,Union length,Occupancy score,Occupancy frequency,Constitutive,Genomic feature,Motif,Cell type gain,Cell type lost
141769,chr4:93199347-93200028,681,1583,0.755,Y,Intron:GRID2,chr4:93199769-93199788(-),,"esophagus_muscularis_mucosa,monocyte,T-lymphocyte,brainstem,colon,CUTLL1,LCL1,gastrocnemius_medialis,HSPC,FULVR,T-cell,BEAS-2B,cortex,Calu-3,gastroesophageal_sphincter,Mutu-LCL,neutrophil,NK"
141810,chr4:93764383-93765471,1088,1884,0.898,Y,Intron:GRID2,chr4:93764817-93764836(-),,"brainstem,Rh30,cortex,mesenchymal_stromal,neutrophil,FB8470,KB"
141816,chr4:93791505-93792010,505,1976,0.942,Y,Intron:GRID2,chr4:93791776-93791795(+),,"HSPC,FULVR"
141849,chr4:94127519-94128263,744,1733,0.826,Y,Intron:SMARCAD1-DT,chr4:94127909-94127928(-),,"IMR32,ovary,cortex,normal_urothelial,Mutu-LCL,neutrophil,KB"
141870,chr4:94304108-94304978,870,1802,0.859,Y,Intron:HPGDS,chr4:94304556-94304575(+),,"Rh4,Rh30,HSPC,cortex,neutrophil,FB8470,KB"
141879,chr4:94390718-94391475,757,1739,0.829,Y,Intergenic,chr4:94390993-94391012(-),,"GBM8,brainstem,HSPC,FULVR,cortex,mesenchymal_stromal,EFO-27,SMS-CTR,neutrophil,FB8470,R1-hiPSC8"
141883,chr4:94406660-94407421,761,2002,0.955,Y,Intergenic,chr4:94406857-94406876(+),,"brainstem,HSPC,FULVR"
141925,chr4:94595204-94596500,1296,1761,0.84,Y,Intron:PDLIM5,chr4:94596081-94596100(-),,"Rh4,GBM8,brainstem,Rh30,Tet21N,HSPC,cortex,D-54MG,mesenchymal_stromal,normal_urothelial,Mutu-LCL,RKO,FB0167P,KB"
141929,chr4:94621282-94621886,604,1909,0.91,Y,Intron:PDLIM5,"chr4:94621551-94621570(+),chr4:94621686-94621705(+)",,"IMR32,brainstem,HSPC,cortex,normal_urothelial,RKO,SMS-CTR,FB8470"
142004,chr4:95095313-95095813,500,1601,0.763,Y,Intron:BMPR1B,chr4:95095543-95095562(-),,"peyers_patch,monocyte,IMR32,Rh4,brainstem,CD36,CUTLL1,HSPC,cortex,normal_urothelial,Mutu-LCL,EFO-27,neutrophil,FB8470,KB"
142010,chr4:95124907-95125539,632,1697,0.809,Y,Exon:BMPR1B;Intron:BMPR1B,chr4:95125106-95125125(-),,"monocyte,T-lymphocyte,brainstem,CUTLL1,NALM-6,LCL1,spleen,neutrophil"
142016,chr4:95155959-95156710,751,1813,0.865,Y,Exon:BMPR1B,chr4:95156349-95156368(+),,"Caov-3,brainstem,Tet21N,HSPC,FULVR,cortex,mesenchymal_stromal,Mutu-LCL,FB8470,KB"
142017,chr4:95165739-95166313,574,1831,0.873,Y,Exon:UNC5C,chr4:95166110-95166129(+),,"HSPC,BEAS-2B,cortex,FB8470,KB"
142052,chr4:95509865-95510743,878,1718,0.819,Y,Intron:UNC5C,chr4:95510330-95510349(+),,"IMR32,brainstem,Rh30,R1-hiPSC4,IOSE11,WI-38,HSPC,neuron,cortex,Mutu-LCL,LoVo,neutrophil,KB"
142238,chr4:98092575-98093350,775,1547,0.738,Y,Intron:STPG2,chr4:98093033-98093052(-),,"Rh4,Rh30,colon,ovary,uterus,thoracic_aorta,697,bladder,gastrocnemius_medialis,HSPC,cortex,gastroesophageal_sphincter,Mutu-LCL,SMS-CTR,neutrophil,FB0167P,FB8470,KB"
142244,chr4:98142849-98143822,973,1782,0.85,Y,Promoter:STPG2;Exon:STPG2;Intron:STPG2,chr4:98143101-98143120(-),,"DND-41,LUHMES,brainstem,macrophage,HEC-1-B,SMS-CTR"
142277,chr4:98467247-98468280,1033,2020,0.963,Y,Intergenic,chr4:98467703-98467722(+),,
142370,chr4:98939581-98940518,937,1940,0.925,Y,Intergenic,chr4:98940005-98940024(+),,"GBM8,HSPC,FULVR,mesenchymal_stromal,FB8470"
142380,chr4:98995036-98995500,464,1984,0.946,Y,"Promoter:METAP1,MIR3684","chr4:98995353-98995372(+),chr4:98995395-98995414(-)",,GM25256
142393,chr4:99055953-99056411,458,2048,0.977,Y,Intron:METAP1,chr4:99056218-99056237(-),,"HSPC,FULVR"
142440,chr4:99405471-99405937,466,2034,0.97,Y,Promoter:LOC102723576;Exon:LOC102723576,chr4:99405695-99405714(-),,"HSPC,FULVR"
142447,chr4:99462850-99463252,402,2005,0.956,Y,Intergenic,chr4:99463060-99463079(-),,"HSPC,FULVR"
142460,chr4:99560826-99561784,958,1886,0.899,Y,Intron:TRMT10A,chr4:99561308-99561327(+),,"GBM8,brainstem,FULVR,cortex"
142493,chr4:99808195-99808679,484,1941,0.926,Y,Intergenic,chr4:99808445-99808464(-),,"FULVR,cortex"
142494,chr4:99811728-99812146,418,1583,0.755,Y,Intergenic,chr4:99811952-99811971(+),,"Rh4,brainstem,EndoC-[beta]H3,retina,ovary,uterus,HSPC,FULVR,mesenchymal_stromal,HEC-1-B,EFO-27,LoVo,nephron,KB,WA01"
142509,chr4:99884692-99885446,754,1692,0.807,Y,Intron:LAMTOR3,"chr4:99884929-99884948(+),chr4:99885260-99885279(-)",,"mesothelial_epicardium,GBM8,brainstem,IOSE11,WI-38,FULVR,cortex,mesenchymal_stromal,Mutu-LCL,FB8470,KB"
142518,chr4:99948858-99949599,741,2048,0.977,Y,"Promoter:H2AZ1,H2AZ1-DT;Exon:H2AZ1;Intron:H2AZ1",chr4:99949135-99949154(-),,
142537,chr4:100093369-100093872,503,2004,0.956,Y,Intergenic,"chr4:100093571-100093590(+),chr4:100093687-100093706(+)",,
142538,chr4:100095858-100096420,562,1865,0.889,Y,Intergenic,chr4:100096194-100096213(-),,neutrophil
142575,chr4:100421100-100421968,868,1648,0.786,Y,"Promoter:LOC124900740;Exon:EMCN,LOC124900740;Intron:EMCN,LOC124900740",chr4:100421556-100421575(+),,"monocyte,erythroid,HSPC,mesenchymal_stromal,Mutu-LCL,GM25256,neutrophil,KB,R1-hiPSC8"
142681,chr4:101169167-101169786,619,1981,0.945,Y,Intron:PPP3CA,chr4:101169399-101169418(+),,"FULVR,BEAS-2B"
142756,chr4:101730277-101731116,839,1944,0.927,Y,Intron:LOC107986297,chr4:101730704-101730723(-),,"cortex,Mutu-LCL"
142800,chr4:102257481-102258191,710,1676,0.799,Y,Exon:SLC39A8;Intron:SLC39A8,chr4:102257881-102257900(+),,"esophagus_muscularis_mucosa,brainstem,EndoC-[beta]H3,stomach,ovary,uterus,thoracic_aorta,gastrocnemius_medialis,lymph_node,cortex,EFO-27,neutrophil"
142801,chr4:102262903-102263458,555,1685,0.804,Y,Exon:SLC39A8;Intron:SLC39A8,chr4:102263221-102263240(-),,"HEL,brainstem,HSPC,mesenchymal_stromal,EFO-27,neutrophil"
142803,chr4:102299639-102300450,811,1958,0.934,Y,Intron:SLC39A8,chr4:102299815-102299834(-),,"brainstem,neutrophil"
142810,chr4:102344323-102345860,1537,2032,0.969,Y,Promoter:SLC39A8;Exon:SLC39A8;Intron:SLC39A8,"chr4:102344311-102344330(-),chr4:102344670-102344689(-)",,
142827,chr4:102430910-102432005,1095,1977,0.943,Y,Intron:LOC105377621,"chr4:102431127-102431146(+),chr4:102431530-102431549(-),chr4:102431532-102431551(+),chr4:102431600-102431619(+)",,"brainstem,Rh30,FULVR,mesenchymal_stromal,FB8470,KB"
142832,chr4:102449734-102450158,424,1915,0.913,Y,Exon:LOC105377621;Intron:LOC105377621,chr4:102449941-102449960(+),,"brainstem,HSPC,FULVR,cortex"
142866,chr4:102620419-102621071,652,1726,0.823,Y,Promoter:LOC105377347;Exon:LOC105377347;Intron:LOC105377347,chr4:102620803-102620822(+),,"monocyte,brainstem,macrophage,GM25256,neutrophil,CV-hIPS-B,R1-hiPSC8,RUES1"
142925,chr4:103008691-103009555,864,1910,0.911,Y,Intron:SLC9B1,chr4:103009307-103009326(-),,"brainstem,cortex,mesenchymal_stromal,Mutu-LCL,KB,R1-hiPSC8"
142931,chr4:103032413-103033096,683,1618,0.772,Y,Intron:SLC9B2,"chr4:103032519-103032538(+),chr4:103032686-103032705(-)",,"middle_frontal_area_46,brainstem,uterus,spleen,cortex,Mutu-LCL,EFO-27,tibial_nerve,vagina"
142933,chr4:103046648-103047352,704,1982,0.945,Y,Exon:SLC9B2;Intron:SLC9B2,chr4:103046857-103046876(+),,"HSPC,FULVR,cortex"
142941,chr4:103091369-103092224,855,1880,0.897,Y,Intron:BDH2,"chr4:103091813-103091832(-),chr4:103091815-103091834(+)",,"FULVR,mesenchymal_stromal,R1-hiPSC8"
142943,chr4:103099660-103100718,1058,1940,0.925,Y,Promoter:BDH2;Exon:BDH2;Intron:BDH2,chr4:103099947-103099966(-),,"brainstem,FULVR,BEAS-2B,mesenchymal_stromal,EFO-27,R1-hiPSC8"
143002,chr4:103785964-103786662,698,1640,0.782,Y,Intergenic,chr4:103786238-103786257(-),,"peyers_patch,esophagus_muscularis_mucosa,monocyte,brainstem,ovary,uterus,thoracic_aorta,adrenal_gland,spleen,macrophage,FULVR,T-cell,cortex,pancreas,EFO-27,tibial_nerve,neutrophil,ascending_aorta,R1-hiPSC8,NK"
143012,chr4:103914782-103915906,1124,1766,0.842,Y,Intergenic,chr4:103915409-103915428(-),,"ovary,uterus,FULVR,cortex,mesenchymal_stromal,Mutu-LCL,vagina,SMS-CTR,neutrophil,KB,R1-hiPSC8"
143014,chr4:103933965-103934697,732,1828,0.872,Y,Intergenic,chr4:103934376-103934395(-),,"Rh4,brainstem,Rh30,ovary,cortex,Mutu-LCL,SMS-CTR,KB"
143028,chr4:104064603-104065513,910,1775,0.846,Y,Intergenic,chr4:104065164-104065183(+),,"AG09309,brainstem,WI-38,IMR-90,Mutu-LCL,BM-hMSC-TERT4,neutrophil,NK"
143100,chr4:104860371-104860897,526,2008,0.958,Y,Intergenic,chr4:104860706-104860725(-),,"FULVR,mesenchymal_stromal"
143138,chr4:105140880-105141322,442,1896,0.904,Y,Intron:LOC124900868,chr4:105141074-105141093(+),,"brainstem,HSPC,FULVR"
143195,chr4:105471543-105472033,490,1870,0.892,Y,Intron:PPA2,chr4:105471759-105471778(-),,"NALM-6,HSPC,FULVR,R1-hiPSC8"
143196,chr4:105473332-105474387,1055,2032,0.969,Y,Promoter:PPA2;Exon:PPA2;Intron:PPA2,chr4:105474112-105474131(-),,MCF-10CA1a
143203,chr4:105520614-105521241,627,1903,0.907,Y,Intergenic,chr4:105521010-105521029(+),,"ovary,HSPC,FULVR,cortex,mesenchymal_stromal"
143229,chr4:105715344-105716741,1397,1641,0.783,Y,Intron:GSTCD,chr4:105715868-105715887(-),,"HEL,brainstem,CyT49,R1-hiPSC1,HSPC,FULVR,HMS001,cortex,mesenchymal_stromal,Mutu-LCL,GM25256,SMS-CTR,KB,CV-hIPS-B,R1-hiPSC8"
143273,chr4:106201350-106201966,616,1542,0.735,Y,Intron:TBCK,,,"monocyte,Rh4,brainstem,HSPC,cortex,Mutu-LCL,GM25256,SMS-CTR,neutrophil,KB,CV-hIPS-B"
143275,chr4:106238460-106239378,918,1835,0.875,Y,Intron:TBCK,chr4:106239016-106239035(+),,"HSPC,FULVR,cortex,Mutu-LCL,neutrophil"
143280,chr4:106266144-106266582,438,1605,0.765,Y,Intron:TBCK,,,"IMR32,Rh30,spleen,HSPC,neuron,cortex,neutrophil,KB"
143287,chr4:106328992-106329629,637,1799,0.858,Y,Intron:AIMP1,chr4:106329201-106329220(+),,"brainstem,ovary,HSPC,FULVR,cortex,mesenchymal_stromal,Mutu-LCL,KB"
143296,chr4:106369422-106370008,586,1881,0.897,Y,Promoter:GIMD1,"chr4:106369640-106369659(-),chr4:106369642-106369661(+)",,mesenchymal_stromal
143308,chr4:106502013-106502829,816,1857,0.886,Y,Intergenic,chr4:106502262-106502281(-),,"HEY,MUTZ-3,SEM,HMS001,GFTR230,Ca-Ski,neutrophil"
143350,chr4:106898457-106899635,1178,1860,0.887,Y,Intergenic,chr4:106898813-106898832(-),,"brainstem,FULVR,cortex,Mutu-LCL"
143360,chr4:107050451-107051097,646,1731,0.825,Y,Intergenic,chr4:107050717-107050736(+),,"brainstem,HSPC,FULVR,cortex,Mutu-LCL,neutrophil,BLaER,R1-hiPSC8"
143373,chr4:107183140-107183774,634,1965,0.937,Y,Intergenic,chr4:107183345-107183364(-),,"brainstem,cortex,Mutu-LCL,neutrophil"
143434,chr4:107736959-107737455,496,2031,0.969,Y,Intergenic,chr4:107737177-107737196(-),,
143437,chr4:107757330-107758316,986,1615,0.77,Y,Intergenic,chr4:107758070-107758089(+),,"IMR32,Rh4,brainstem,Rh30,R1-hiPSC4,Hep-G2,bladder,CyT49,HSPC,BEAS-2B,cortex,Calu-3,D-54MG,mesenchymal_stromal,normal_urothelial,EFO-27,SMS-CTR,FB0167P,KB,CV-hIPS-B,R1-hiPSC8"
143464,chr4:107913251-107913728,477,1964,0.937,Y,"Exon:SGMS2;Intron:CYP2U1-AS1,LOC107986298",chr4:107913481-107913500(-),,"cortex,mesenchymal_stromal"
143480,chr4:108018364-108019172,808,2057,0.981,Y,Intron:HADH,chr4:108018763-108018782(+),,
143482,chr4:108029830-108030745,915,1704,0.813,Y,Intron:HADH,,,"monocyte,GBM8,brainstem,stomach,ovary,BEAS-2B,lymph_node,cortex,testis,HEC-1-B,A549-ACE2,neutrophil"
143595,chr4:108572208-108573154,946,1934,0.922,Y,Intron:RPL34-DT,chr4:108572710-108572729(-),,"brainstem,Rh30,FULVR,cortex,mesenchymal_stromal"
143640,chr4:108834754-108835246,492,1806,0.861,Y,Intron:COL25A1,chr4:108834980-108834999(+),,"Rh30,KB,FB8470,normal_urothelial,HSPC,Mutu-LCL,neutrophil,cortex"
143712,chr4:109298355-109299029,674,1602,0.764,Y,Intron:COL25A1,,,"IOSE11,mesenchymal_stromal,BEAS-2B,BT-245,neutrophil,LCL1,cortex,FULVR,brainstem"
143727,chr4:109406249-109406813,564,1884,0.898,Y,Intergenic,chr4:109406518-109406537(-),,"HSPC,cortex,brainstem"
143730,chr4:109422381-109422834,453,2066,0.985,Y,Intergenic,chr4:109422573-109422592(+),,
143733,chr4:109433101-109433901,800,2025,0.966,Y,"Promoter:SEC24B,SEC24B-AS1;Exon:SEC24B,SEC24B-AS1;Intron:SEC24B-AS1","chr4:109433558-109433577(+),chr4:109433610-109433629(-),chr4:109433688-109433707(+)",,"93-VU147T,HMS001,SiHa,Ca-Ski"
143774,chr4:109702646-109703689,1043,1988,0.948,Y,Exon:CASP6;Intron:CASP6,"chr4:109703117-109703136(+),chr4:109703120-109703139(+),chr4:109703360-109703379(-)",,"MCF-10CA1a,U2OS,Ca-Ski"
143786,chr4:109803780-109804616,836,1716,0.818,Y,"Promoter:CFI,LOC124900757;Exon:LOC124900757;Intron:LOC124900757","chr4:109803936-109803955(-),chr4:109804341-109804360(-)",,"coronary_artery,GM25256,uterus,NK,neutrophil,cortex,FULVR,brainstem"
143792,chr4:109826636-109827209,573,1657,0.79,Y,Promoter:RRH,chr4:109826908-109826927(-),,"R1-hiPSC8,D-54MG,Rh30,KB,CV-hIPS-B,HSPC,Mutu-LCL,Rh4,bladder,SMS-CTR,brainstem"
143808,chr4:109977523-109978423,900,1813,0.865,Y,Intron:EGF,chr4:109978085-109978104(-),,"mesenchymal_stromal,KB,normal_urothelial,Mutu-LCL,GBM8,cortex,FULVR,brainstem"
143815,chr4:109998499-109999385,886,1914,0.913,Y,Intron:EGF,"chr4:109998953-109998972(+),chr4:109999000-109999019(-)",,"mesenchymal_stromal,brainstem"
143818,chr4:110004912-110006264,1352,1909,0.91,Y,Intron:EGF,chr4:110005638-110005657(+),,"mesenchymal_stromal,KB,FB8470,cortex,FULVR"
143823,chr4:110049935-110050537,602,2009,0.958,Y,Exon:ELOVL6,chr4:110050122-110050141(+),,"HSPC,FULVR"
143853,chr4:110210980-110212010,1030,1941,0.926,Y,Intergenic,,,"mesenchymal_stromal,FB8470,HSPC,neutrophil,cortex,FULVR,brainstem"
143873,chr4:110315076-110316119,1043,1948,0.929,Y,Intergenic,chr4:110315643-110315662(+),,"ovary,cortex,brainstem"
143906,chr4:110510954-110511508,554,1742,0.831,Y,Intron:ENPEP,chr4:110511138-110511157(-),,"Rh30,IMR32,KB,FB8470,HSPC,cortex,Rh4,SMS-CTR,brainstem"
143908,chr4:110516299-110516746,447,1954,0.932,Y,Intron:ENPEP,chr4:110516548-110516567(-),,FULVR
143910,chr4:110518865-110519267,402,1779,0.848,Y,Intron:ENPEP,chr4:110519070-110519089(-),,"mesenchymal_stromal,HSPC,cortex,brainstem"
143917,chr4:110586108-110586850,742,1635,0.78,Y,Intergenic,chr4:110586422-110586441(-),,"mesenchymal_stromal,Rh30,KB,monocyte,FB8470,ovary,HSPC,NK,Mutu-LCL,neutrophil,cortex,FULVR,SMS-CTR"
143929,chr4:110631770-110632548,778,1878,0.896,Y,Exon:PITX2;Intron:PITX2,chr4:110632019-110632038(+),,"OCI-Ly3,LoVo,MCAS,HEK-293,NK,neutrophil,GBM8,Rh4,HEK-293T,Ca-Ski,GFTR230,CUTLL1,RKO,Caco-2"
143997,chr4:111282790-111283560,770,2021,0.964,Y,Intergenic,"chr4:111283238-111283257(-),chr4:111283240-111283259(+)",,"HSPC,FULVR"
144030,chr4:111630613-111632079,1466,1584,0.755,Y,Promoter:LOC105377366,"chr4:111630898-111630917(-),chr4:111631798-111631817(-),chr4:111631800-111631819(+)",,"R1-hiPSC8,Rh30,KB,HEL,FB8470,CV-hIPS-B,EFO-27,NK,Mutu-LCL,neutrophil,cortex,FULVR,spleen,brainstem"
144033,chr4:111642074-111642504,430,1993,0.95,Y,Exon:LOC105377366;Intron:LOC105377366,"chr4:111642238-111642257(+),chr4:111642321-111642340(-)",,"ovary,HSPC,NK,neutrophil"
144051,chr4:111854413-111854920,507,1799,0.858,Y,"Intron:LINC02945,LOC105377369",chr4:111854684-111854703(-),,"NK,neutrophil,cortex"
144065,chr4:111943657-111944291,634,1614,0.77,Y,Intron:LINC02945,chr4:111943894-111943913(+),,"ovary,EFO-27,neutrophil,cortex,middle_frontal_area_46,spleen"
144076,chr4:112031451-112032264,813,1810,0.863,Y,Intron:LINC02945,chr4:112031909-112031928(-),,"FB8470,HSPC,neutrophil,cortex"
144085,chr4:112074944-112076315,1371,1984,0.946,Y,Promoter:TUBB8P3;Intron:LINC02945,"chr4:112075337-112075356(+),chr4:112076308-112076327(+)",,"ovary,HSPC,FULVR"
144092,chr4:112099250-112100329,1079,1851,0.883,Y,Intron:LINC02945,chr4:112099854-112099873(+),,"mesenchymal_stromal,Rh30,KB,FB8470,HSPC,EFO-27,cortex,FULVR,SMS-CTR,brainstem"
144113,chr4:112214400-112215208,808,1661,0.792,Y,Intergenic,chr4:112214864-112214883(+),,"IOSE11,mesenchymal_stromal,Rh30,KB,R1-hiPSC4,GM25256,CV-hIPS-B,HSPC,Mutu-LCL,GBM8,cortex"
144118,chr4:112234938-112235485,547,1895,0.904,Y,Intron:AP1AR,chr4:112235198-112235217(-),,"NALM-6,HSPC,brainstem"
144123,chr4:112266796-112267589,793,1513,0.722,Y,Intron:AP1AR,chr4:112266994-112267013(-),,"Calu-3,IMR32,KB,HEL,CyT49,Caov-3,GM25256,CV-hIPS-B,HSPC,Mutu-LCL,retina,cortex,Rh4,CD36,SMS-CTR,CUTLL1"
144139,chr4:112321550-112322369,819,2033,0.969,Y,Intron:ALPK1,chr4:112321968-112321987(+),,"HSPC,FULVR,brainstem"
144141,chr4:112327587-112328507,920,1717,0.819,Y,Intron:ALPK1,chr4:112328043-112328062(+),,"mesenchymal_stromal,KB,BEAS-2B,FB8470,Caov-3,ovary,Mutu-LCL,cortex,FULVR,brainstem"
144167,chr4:112523662-112524352,690,2017,0.962,Y,Intron:NEUROG2-AS1,"chr4:112523911-112523930(-),chr4:112524006-112524025(+),chr4:112524053-112524072(-),chr4:112524141-112524160(+)",,GBM8
144175,chr4:112604385-112605023,638,1873,0.893,Y,Intron:ZGRF1,chr4:112604782-112604801(-),,"mesenchymal_stromal,HSPC,GBM8,FULVR,brainstem"
144179,chr4:112636820-112637724,904,2031,0.969,Y,"Promoter:LARP7,ZGRF1;Exon:LARP7,ZGRF1;Intron:LARP7",chr4:112637584-112637603(+),,
144195,chr4:112762668-112763263,595,1830,0.873,Y,Intron:ANK2,chr4:112762907-112762926(-),,"D-54MG,Rh30,WERI-Rb-1,KB,FB0167P,cortex,brainstem"
144197,chr4:112765628-112766791,1163,1679,0.801,Y,Intron:ANK2,"chr4:112765791-112765810(-),chr4:112766611-112766630(+)",,"HSPC,neutrophil,cortex,FULVR,brainstem"
144230,chr4:112938247-112938952,705,1850,0.882,Y,Intron:ANK2,"chr4:112938254-112938273(-),chr4:112938654-112938673(-)",,"IMR32,KB,normal_urothelial,HSPC,Mutu-LCL,neutrophil,cortex,Rh4"
144236,chr4:112951289-112952118,829,1710,0.815,Y,Intron:ANK2,chr4:112951551-112951570(-),,"Rh30,IMR32,KB,BEAS-2B,FB0167P,normal_urothelial,CV-hIPS-B,HSPC,Mutu-LCL,cortex,Rh4,brainstem"
144257,chr4:113094707-113095250,543,1820,0.868,Y,Intron:ANK2,,,"monocyte,macrophage,neutrophil,spleen"
144285,chr4:113278199-113278855,656,2008,0.958,Y,Exon:ANK2;Intron:ANK2,"chr4:113278494-113278513(+),chr4:113278497-113278516(+)",,"neutrophil,FULVR"
144295,chr4:113328494-113329102,608,1579,0.753,Y,Intron:ANK2,chr4:113328708-113328727(-),,"Caov-3,neutrophil,cortex,CD34,pancreas"
144310,chr4:113394591-113395130,539,2001,0.954,Y,Intergenic,chr4:113394887-113394906(+),,"FULVR,brainstem"
144338,chr4:113547375-113548065,690,2081,0.992,Y,Exon:CAMK2D;Intron:CAMK2D,"chr4:113547663-113547682(+),chr4:113547723-113547742(+)",,
144369,chr4:113761006-113763247,2241,1703,0.812,Y,Promoter:CAMK2D;Exon:CAMK2D,"chr4:113761289-113761308(-),chr4:113761632-113761651(-),chr4:113761638-113761657(+),chr4:113761868-113761887(-),chr4:113762467-113762486(-)",,"K-562,Caov-3,GM25256,macrophage,neutrophil,U2OS,T-47D,RUES1"
144372,chr4:113781135-113782228,1093,1744,0.832,Y,Intergenic,chr4:113781638-113781657(+),,"KB,HEL,FB0167P,R1-hiPSC4,HSPC,Mutu-LCL,neutrophil,cortex,Rh4,bladder,CD36,brainstem"
144395,chr4:113952280-113952848,568,1922,0.917,Y,Intron:ARSJ,chr4:113952623-113952642(+),,"neutrophil,cortex,brainstem"
144412,chr4:114070689-114071545,856,1735,0.827,Y,Intergenic,chr4:114071191-114071210(-),,"mesenchymal_stromal,MDA-MB-157,nephron,BEAS-2B,EFO-27,Mutu-LCL,neutrophil,GBM8,cardiac_progenitor,FULVR,Tet21N,CD36"
144424,chr4:114180322-114180933,611,1609,0.767,Y,Intergenic,chr4:114180691-114180710(-),,"monocyte,HEC-1-B,placenta,neutrophil,EndoC-[beta]H3,brainstem"
144451,chr4:114386632-114387039,407,1793,0.855,Y,Intergenic,chr4:114386817-114386836(+),,"Rh30,IMR32,KB,HSPC,neutrophil,cortex,FULVR,Rh4,SMS-CTR"
144487,chr4:114659322-114659868,546,1995,0.951,Y,Intron:UGT8,chr4:114659579-114659598(-),,"HSPC,neutrophil,FULVR,brainstem"
144493,chr4:114694753-114695318,565,1694,0.808,Y,Intergenic,chr4:114694976-114694995(-),,"KB,FB8470,R1-hiPSC4,HSPC,Mutu-LCL,neutrophil,R1-hiPSC1,cortex,Rh4,bladder,SMS-CTR,brainstem"
144500,chr4:114807223-114808350,1127,1960,0.935,Y,Intergenic,"chr4:114807678-114807697(+),chr4:114807985-114808004(-)",,"GBM8,vagina,brainstem"
144515,chr4:115090270-115091071,801,1728,0.824,Y,Intron:NDST4,chr4:115090673-115090692(+),,"Rh30,IMR32,KB,FB8470,normal_urothelial,ovary,Mutu-LCL,neutrophil,GBM8,cortex,Rh4,SMS-CTR,brainstem"
144558,chr4:115851995-115852895,900,1671,0.797,Y,Intergenic,chr4:115852668-115852687(-),,"mesenchymal_stromal,esophagus_muscularis_mucosa,AG04450,uterus,EFO-27,NK,gastrocnemius_medialis,neutrophil,cortex,vagina,gastroesophageal_sphincter,NHLF,WI-38,brainstem"
144597,chr4:116358268-116359195,927,1812,0.864,Y,Intergenic,chr4:116358775-116358794(+),,"thyroid_gland,NK,cortex,CUTLL1"
144648,chr4:117134148-117134819,671,1627,0.776,Y,Intergenic,chr4:117134502-117134521(+),,"mesenchymal_stromal,KB,monocyte,BEAS-2B,NALM-6,B-cell,HSPC,NK,gastrocnemius_medialis,neutrophil,cortex,T-cell,CD36,spleen"
144713,chr4:118034145-118034641,496,1656,0.79,Y,Promoter:NDST3;Exon:NDST3;Intron:NDST3,chr4:118034378-118034397(-),,"OCI-Ly7,AG04450,uterus,gastrocnemius_medialis,GBM8,psoas_muscle,Ca-Ski,brainstem"
144717,chr4:118077050-118078009,959,1524,0.727,Y,Exon:NDST3;Intron:LOC107986307,chr4:118077396-118077415(+),,"esophagus_squamous_epithelium,thyroid_gland,nephron,breast_epithelium,BEAS-2B,esophagus_muscularis_mucosa,ascending_aorta,uterus,tibial_artery,ovary,stomach,gastrocnemius_medialis,suprapubic_skin,nephron_organoid,tibial_nerve,right_atrium_auricular_region,cortex,vagina,gastroesophageal_sphincter,middle_frontal_area_46,brainstem,CUTLL1,thoracic_aorta"
144726,chr4:118223894-118224929,1035,1859,0.887,Y,Exon:NDST3;Intron:NDST3,chr4:118224430-118224449(-),,"mesenchymal_stromal,KB,BEAS-2B,FB8470,HSPC,Mutu-LCL,FULVR,brainstem"
144731,chr4:118270203-118270935,732,1694,0.808,Y,Intergenic,chr4:118270622-118270641(-),,"D-54MG,IMR32,KB,HEL,FB8470,Caov-3,CV-hIPS-B,HSPC,cortex,Rh4,bladder"
144733,chr4:118280718-118281290,572,1798,0.857,Y,"Promoter:SNHG8,SNORA24;Exon:PRSS12","chr4:118280827-118280846(-),chr4:118281097-118281116(+)",,"BEAS-2B,NALM-6,cortex,brainstem"
144747,chr4:118352663-118353469,806,1905,0.908,Y,Promoter:PRSS12;Exon:PRSS12,"chr4:118352906-118352925(-),chr4:118353056-118353075(-),chr4:118353058-118353077(+),chr4:118353146-118353165(-),chr4:118353260-118353279(-)",,"OCI-Ly3,SU-DHL-6,NCI-H929,Mutu-LCL,MCF-10CA1a,LCL1,BLaER"
144760,chr4:118423833-118424507,674,1638,0.781,Y,Intergenic,chr4:118424241-118424260(+),,"K-562,LUHMES,LoVo,BEAS-2B,hESC,HEC-1-B,uterus,ovary,NK,macrophage,neutrophil,cortex,FULVR,CD36,pancreatic_islets"
144786,chr4:118682462-118683816,1354,1588,0.757,Y,"Promoter:METTL14,METTL14-DT;Intron:METTL14-DT","chr4:118683126-118683145(-),chr4:118683721-118683740(-)",,"R1-hiPSC8,BEAS-2B,T-lymphocyte,colon,uterus,ovary,HSPC,neutrophil,retina,cortex,FULVR,brainstem"
144801,chr4:118771630-118772948,1318,1766,0.842,Y,Intron:SEC24D,chr4:118772254-118772273(+),,"mesenchymal_stromal,R1-hiPSC8,KB,FB8470,EFO-27,cortex,FULVR,SMS-CTR,brainstem"
144820,chr4:118864852-118865671,819,1948,0.929,Y,Intron:SYNPO2,"chr4:118865023-118865042(+),chr4:118865303-118865322(-)",,mesothelial_epicardium
144826,chr4:118890006-118891112,1106,1728,0.824,Y,Intron:SYNPO2,"chr4:118890269-118890288(-),chr4:118890926-118890945(-)",,"mesenchymal_stromal,Rh30,KB,R1-hiPSC4,HSPC,GBM8,FULVR,brainstem"
